JMENO,POHLAVI,EKVIVALENC,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7,CLOVEK,ELF,TRPASLIK,HOBIT,KUDUK,BARBAR,KROLL,VALECNIK,HRANICAR,ALCHYMISTA,KOUZELNIK,ZLODEJ
Ilarius,M,2984.0,Ilaria,Ilariovi,Ilaria,Ilarie,Ilariovi,Ilariem,1,1,0,0,0,1,0,1,1,1,1,1
Il rius,M,2984.0,Il ria,Il riovi,Il ria,Il rie,Il riovi,Il riem,1,1,0,0,0,1,0,1,1,1,1,1
Ilberik,M,,Ilberika,Ilberikovi,Ilberika,Ilberiku,Ilberikovi,Ilberikem,1,0,0,1,1,1,0,1,1,1,1,1
Ilbion,F,3545.0,Ilbion,Ilbion,Ilbion,Ilbion,Ilbion,Ilbion,1,1,0,0,0,1,0,1,1,1,1,1
Ilbion,M,3544.0,Ilbiona,Ilbionovi,Ilbiona,Ilbione,Ilbionovi,Ilbionem,1,1,0,1,1,1,0,1,1,1,1,1
Ilbi˘n,F,3545.0,Ilbi˘n,Ilbi˘n,Ilbi˘n,Ilbi˘n,Ilbi˘n,Ilbi˘n,1,1,0,0,0,1,0,1,1,1,1,1
Ilbi˘n,M,3544.0,Ilbi˘na,Ilbi˘novi,Ilbi˘na,Ilbi˘ne,Ilbi˘novi,Ilbi˘nem,1,1,0,1,1,1,0,1,1,1,1,1
Ilbiona,F,3545.0,Ilbiony,Ilbione,Ilbionu,Ilbiono,Ilbione,Ilbionou,1,1,0,1,1,1,0,1,1,1,1,1
Ilbione,F,3545.0,Ilbione,Ilbione,Ilbione,Ilbione,Ilbione,Ilbione,1,1,0,0,0,1,0,1,1,1,1,1
Ilbion,F,3545.0,Ilbion,Ilbion,Ilbion,Ilbion,Ilbion,Ilbion,1,1,0,0,0,1,0,1,1,1,1,1
Ilbionna,F,3545.0,Ilbionny,Ilbionne,Ilbionnu,Ilbionno,Ilbionne,Ilbionnou,1,1,0,0,0,1,0,1,1,1,1,1
Ilbionne,F,3545.0,Ilbionne,Ilbionne,Ilbionne,Ilbionne,Ilbionne,Ilbionne,1,1,0,0,0,1,0,1,1,1,1,1
Ilbionn,F,3545.0,Ilbionn,Ilbionn,Ilbionn,Ilbionn,Ilbionn,Ilbionn,1,1,0,0,0,1,0,1,1,1,1,1
Ilca,F,569.0,Ilci,Ilce,Ilcu,Ilco,Ilce,Ilcou,1,0,0,1,1,0,0,1,1,1,1,1
Ildar,M,,Ildara,Ildarovi,Ildara,Ildare,Ildarovi,Ildarem,1,1,0,0,1,1,1,1,1,1,1,1
Ilenia,F,570.0,Ilenie,Ilenie,Ileniu,Ilenio,Ilenie,Ileniou,1,1,0,0,0,0,0,1,1,1,1,1
Ilnie,F,570.0,Ilnie,Ilnii,Ilnii,Ilnie,Ilnii,IlniĄ,1,1,0,1,1,1,0,1,1,1,1,1
Ilenit,M,,Ilenita,Ilenitovi,Ilenita,Ilenite,Ilenitovi,Ilenitem,1,0,0,0,0,1,0,1,1,1,1,1
Ilexor,M,3740.0,Ilexora,Ilexorovi,Ilexor,Ilexore,Ilexorovi,Ilexorem,1,1,1,0,0,1,0,1,1,1,1,1
Ilga,F,,Ilgy,Ilze,Ilgu,Ilgo,Ilze,Ilgou,1,0,1,0,0,1,0,1,1,1,1,1
Ilian,M,2644.0,Iliana,Ilianovi,Iliana,Iliane,Ilianovi,Ilianem,1,1,0,1,1,1,0,1,1,1,1,1
Ilian,M,2644.0,Iliana,Ilianovi,Iliana,Iliane,Ilianovi,Ilianem,1,1,0,1,1,1,0,1,1,1,1,1
Iliana,F,2645.0,Iliany,Iliane,Ilianu,Iliano,Iliane,Ilianou,1,1,0,1,1,1,0,1,1,1,1,1
Iliana,F,2645.0,Iliany,Iliane,Ilianu,Iliano,Iliane,Ilianou,1,1,0,1,1,1,0,1,1,1,1,1
Ilianna,F,2645.0,Ilianny,Ilianne,Iliannu,Ilianno,Ilianne,Iliannou,1,1,0,0,0,1,0,1,1,1,1,1
Ilianna,F,2645.0,Ilianny,Ilianne,Iliannu,Ilianno,Ilianne,Iliannou,1,1,0,0,0,1,0,1,1,1,1,1
Ilianne,F,2645.0,Ilianne,Ilianne,Ilianne,Ilianne,Ilianne,Ilianne,1,1,0,0,0,1,0,1,1,1,1,1
Ilien,M,2644.0,Iliena,Ilienovi,Iliena,Iliene,Ilienovi,Ilienem,1,1,0,1,1,1,0,1,1,1,1,1
Ilien,M,2644.0,Iliena,Ilienovi,Iliena,Iliene,Ilienovi,Ilienem,1,1,0,1,1,1,0,1,1,1,1,1
Iliena,F,2645.0,Ilieny,Iliene,Ilienu,Ilieno,Iliene,Ilienou,1,1,0,1,1,1,0,1,1,1,1,1
Iliena,F,2645.0,Ilieny,Iliene,Ilienu,Ilieno,Iliene,Ilienou,1,1,0,1,1,1,0,1,1,1,1,1
Ilienna,F,264.0,Ilienny,Ilienne,Iliennu,Ilienno,Ilienne,Iliennou,1,1,0,0,0,1,0,1,1,1,1,1
Ilienna,F,2645.0,Ilienny,Ilienne,Iliennu,Ilienno,Ilienne,Iliennou,1,1,0,0,0,1,0,1,1,1,1,1
Ilienne,F,2645.0,Ilienne,Ilienne,Ilienne,Ilienne,Ilienne,Ilienne,1,1,0,0,0,1,0,1,1,1,1,1
Ilif,M,,Ilifa,Ilifovi,Ilifa,Ilife,Ilifovi,Ilifem,1,1,1,1,1,1,0,1,1,1,1,1
Ilion,M,2290.0,Iliona,Ilionovi,Iliona,Ilione,Ilionovi,Ilionem,1,1,0,0,0,0,0,1,1,1,1,1
Ili˘n,M,2290.0,Ili˘na,Ili˘novi,Ili˘na,Ili˘ne,Ili˘novi,Ili˘nem,1,1,0,0,0,0,0,1,1,1,1,1
Ilion,M,2290.0,Iliona,Ilionovi,Iliona,Ilione,Ilionovi,Ilionem,1,1,0,0,0,0,0,1,1,1,1,1
Ili˘n,M,2290.0,Ili˘na,Ili˘novi,Ili˘na,Ili˘ne,Ili˘novi,Ili˘nem,1,1,0,0,0,0,0,1,1,1,1,1
Ilja,M,,Ilji,Iljovi,Ilju,Iljo,Iljovi,Iljou,1,0,1,1,1,1,1,1,1,1,1,1
Ilka,F,571.0,Ilky,Ilce,Ilku,Ilko,Ilce,Ilkou,1,1,0,0,0,1,1,1,1,1,1,1
Ilke,F,571.0,Ilke,Ilke,Ilke,Ilke,Ilke,Ilke,0,1,0,1,1,0,0,1,1,1,1,1
Illexor,M,3740.0,Illexora,Illexorovi,Illexora,Illexore,Illexorovi,Illexorem,1,1,1,0,0,1,0,1,1,1,1,1
Illian,M,2644.0,Illiana,Illianovi,Illiana,Illiane,Illianovi,Illianem,1,1,0,1,1,1,0,1,1,1,1,1
Illian,M,2644.0,Illiana,Illianovi,Illiana,Illiane,Illianovi,Illianem,1,1,0,1,1,1,0,1,1,1,1,1
Illiana,F,2645.0,Illiany,Illiane,Illianu,Illiano,Illiane,Illianou,1,1,0,1,1,1,0,1,1,1,1,1
Illiana,F,2645.0,Illiany,Illiane,Illianu,Illiano,Illiane,Illianou,1,1,0,1,1,1,0,1,1,1,1,1
Illiane,F,2645.0,Illiane,Illiane,Illiane,Illiane,Illiane,Illiane,1,1,0,0,0,1,0,1,1,1,1,1
Illianna,F,2645.0,Illianny,Illianne,Illiannu,Illianno,Illianne,Illiannou,1,1,0,0,0,1,0,1,1,1,1,1
Illianne,F,2645.0,Illianne,Illianne,Illianne,Illianne,Illianne,Illianne,1,1,0,0,0,1,0,1,1,1,1,1
Illien,M,2644.0,Illiena,Illienovi,Illiena,Illiene,Illienovi,Illienem,1,1,0,1,1,1,0,1,1,1,1,1
Illien,M,2644.0,Illiena,Illienovi,Illiena,Illiene,Illienovi,Illienem,1,1,0,1,1,1,0,1,1,1,1,1
Illiena,F,2645.0,Illieny,Illiene,Illienu,Illieno,Illiene,Illienou,1,1,0,1,1,1,0,1,1,1,1,1
Illiena,F,2645.0,Illieny,Illiene,Illienu,Illieno,Illiene,Illienou,1,1,0,1,1,1,0,1,1,1,1,1
Illiene,F,2645.0,Illiene,Illiene,Illiene,Illiene,Illiene,Illiene,1,1,0,0,0,1,0,1,1,1,1,1
Illienna,F,2645.0,Illienny,Illienne,Illiennu,Illienno,Illienne,Illiennou,1,1,0,0,0,1,0,1,1,1,1,1
Illienne,F,2645.0,Illienne,Illienne,Illienne,Illienne,Illienne,Illienne,1,1,0,0,0,1,0,1,1,1,1,1
Illion,M,2290.0,Illiona,Illionovi,Illiona,Illione,Illionovi,Illionem,1,1,0,0,0,0,0,1,1,1,1,1
Illi˘n,M,2290.0,Illi˘na,Illi˘novi,Illi˘na,Illi˘ne,Illi˘novi,Illi˘nem,1,1,0,0,0,0,0,1,1,1,1,1
Illion,M,2290.0,Illiona,Illionovi,Illiona,Illione,Illionovi,Illionem,1,1,0,0,0,0,0,1,1,1,1,1
Illi˘n,M,2290.0,Illi˘na,Illi˘novi,Illi˘na,Illi˘ne,Illi˘novi,Illi˘nem,1,1,0,0,0,0,0,1,1,1,1,1
Illomo,F,,Illomo,Illomo,Illomo,Illomo,Illomo,Illomo,0,1,0,0,0,0,0,1,1,1,1,1
Illomo,M,,Illoma,Illomovi,Illoma,Illomo,Illomovi,Illomem,1,1,0,0,0,0,0,1,1,1,1,1
Illuin,M,,Illuina,Illuinovi,Illuina,Illuine,Illuinovi,Illuinem,1,1,0,0,0,1,0,1,1,1,1,1
Ilmar,F,,Ilmar,Ilmar,Ilmar,Ilmar,Ilmar,Ilmar,0,1,0,0,0,0,0,1,1,1,1,1
Ilmater,M,,Ilmatera,Ilmaterovi,Ilmatera,Ilmatere,Ilmaterovi,Ilmaterem,1,1,0,1,1,1,0,1,1,1,1,1
Ilmen,F,1911.0,Ilmen,Ilmen,Ilmen,Ilmen,Ilmen,Ilmen,1,1,0,0,0,1,0,1,1,1,1,1
Ilmen,M,,Ilmena,Ilmenovi,Ilmena,Ilmene,Ilmenovi,Ilmenem,1,1,0,0,0,1,0,1,1,1,1,1
Ilmena,F,1911.0,Ilmeny,Ilmene,Ilmenu,Ilmeno,Ilmene,Ilmenou,1,1,0,0,0,1,0,1,1,1,1,1
Ilmna,F,1911.0,Ilmny,Ilmne,Ilmnu,Ilmno,Ilmne,Ilmnou,1,1,0,1,1,1,0,1,1,1,1,1
Ilmenia,F,1911.0,Ilmenie,Ilmenie,Ilmeniu,Ilmenio,Ilmenie,Ilmeniou,1,1,0,0,0,0,0,1,1,1,1,1
Ilmnie,F,1911.0,Ilmnie,Ilmnii,Ilmnii,Ilmnie,Ilmnii,IlmniĄ,1,1,0,1,1,1,0,1,1,1,1,1
Ilmenstein,M,,Ilmensteina,Ilmensteinovi,Ilmensteina,Ilmensteine,Ilmensteinovi,Ilmensteinem,1,0,1,0,0,1,0,1,1,1,1,1
Ilob,M,,Iloba,Ilobovi,Iloba,Ilobe,Ilobovi,Ilobem,1,0,1,0,1,1,0,1,1,1,1,1
Ilona,F,569.0,Ilony,Ilone,Ilonu,Ilono,Ilone,Ilonou,1,0,0,1,1,1,0,1,1,1,1,1
Ilonka,F,569.0,Ilonky,Ilonce,Ilonku,Ilonko,Ilonce,Ilonkou,1,0,0,1,1,0,0,1,1,1,1,1
Ilos,M,,Ila,Ilovi,Ila,Ile,Ilovi,Ilem,1,1,0,0,0,1,0,1,1,1,1,1
Ilram,F,,Ilram,Ilram,Ilram,Ilram,Ilram,Ilram,1,0,0,0,1,1,0,1,1,1,1,1
Ilram,M,,Ilrama,Ilramovi,Ilrama,Ilrame,Ilramovi,Ilramem,1,0,0,0,1,1,0,1,1,1,1,1
Ilsa,F,3477.0,Ilsy,Ilse,Ilsu,Ilso,Ilse,Ilsou,1,1,1,1,1,1,0,1,1,1,1,1
Iluska,F,569.0,Ilusky,Ilusce,Ilusku,Ilusko,Ilusce,Iluskou,1,0,0,1,0,0,0,1,1,1,1,1
IlŁvatar,M,,IlŁvatara,IlŁvatarovi,IlŁvatara,IlŁvatare,IlŁvatarovi,IlŁvatarem,0,1,0,0,0,0,0,1,1,1,1,1
Ilza,F,3477.0,Ilzy,Ilze,Ilzu,Ilzo,Ilze,Ilzou,1,1,1,1,1,1,1,1,1,1,1,1
Imacolata,F,2906.0,Imacolaty,Imacolate,Imacolatu,Imacolato,Imacolate,Imacolatou,1,1,0,0,0,0,0,1,1,1,1,1
Imakol ta,F,2906.0,Imakol ty,Imakol te,Imakol tu,Imakol to,Imakol te,Imakol tou,1,1,1,1,1,1,0,1,1,1,1,1
Imakul t,M,,Imakul ta,Imakul tovi,Imakul ta,Imakul te,Imakul tovi,Imakul tem,1,1,1,1,1,1,0,1,1,1,1,1
Imakul ta,F,2906.0,Imakul ty,Imakul te,Imakul tu,Imakul to,Imakul te,Imakul tou,1,1,1,1,1,1,0,1,1,1,1,1
Imboch,M,,Imbocha,Imbochovi,Imbocha,Imbochu,Imbochovi,Imbochem,1,0,1,1,1,1,1,1,1,1,1,1
Imeson,F,,Imeson,Imeson,Imeson,Imeson,Imeson,Imeson,1,1,0,0,0,0,0,1,1,1,1,1
Imeson,M,,Imesona,Imesonovi,Imesona,Imesone,Imesonovi,Imesonem,1,1,0,0,1,1,0,1,1,1,1,1
Imgormiel,F,,Imgormiel,Imgormiel,Imgormiel,Imgormiel,Imgormiel,Imgormiel,1,1,0,0,0,0,0,1,1,1,1,1
Imion,F,2565.0,Imion,Imion,Imion,Imion,Imion,Imion,1,1,1,0,0,1,0,1,1,1,1,1
Imion,M,2564.0,Imiona,Imionovi,Imiona,Imione,Imionovi,Imionem,1,1,1,0,0,1,0,1,1,1,1,1
Imi˘n,F,2565.0,Imi˘n,Imi˘n,Imi˘n,Imi˘n,Imi˘n,Imi˘n,1,1,1,0,0,1,0,1,1,1,1,1
Imi˘n,M,2564.0,Imi˘na,Imi˘novi,Imi˘na,Imi˘ne,Imi˘novi,Imi˘nem,1,1,1,1,1,1,0,1,1,1,1,1
Imion,F,2565.0,Imion,Imion,Imion,Imion,Imion,Imion,1,1,1,0,0,1,0,1,1,1,1,1
Imion,M,2564.0,Imiona,Imionovi,Imiona,Imione,Imionovi,Imionem,1,1,1,0,0,1,0,1,1,1,1,1
Imi˘n,F,2565.0,Imi˘n,Imi˘n,Imi˘n,Imi˘n,Imi˘n,Imi˘n,1,1,1,0,0,1,0,1,1,1,1,1
Imi˘n,M,2564.0,Imi˘na,Imi˘novi,Imi˘na,Imi˘ne,Imi˘novi,Imi˘nem,1,1,1,1,1,1,0,1,1,1,1,1
Imiona,F,2565.0,Imiony,Imione,Imionu,Imiono,Imione,Imionou,1,1,1,1,0,1,0,1,1,1,1,1
Imionna,F,2565.0,Imionny,Imionne,Imionnu,Imionno,Imionne,Imionnou,1,1,1,0,0,1,0,1,1,1,1,1
Imionna,F,2565.0,Imionny,Imionne,Imionnu,Imionno,Imionne,Imionnou,1,1,1,0,0,1,0,1,1,1,1,1
Imionne,F,2565.0,Imionne,Imionne,Imionne,Imionne,Imionne,Imionne,1,1,1,0,0,1,0,1,1,1,1,1
Imionn,F,2565.0,Imionn,Imionn,Imionn,Imionn,Imionn,Imionn,1,1,1,0,0,1,0,1,1,1,1,1
Imionne,F,2565.0,Imionne,Imionne,Imionne,Imionne,Imionne,Imionne,1,1,1,0,0,1,0,1,1,1,1,1
Imionn,F,2565.0,Imionn,Imionn,Imionn,Imionn,Imionn,Imionn,1,1,1,0,0,1,0,1,1,1,1,1
Imlach,M,,Imlacha,Imlachovi,Imlacha,Imlachu,Imlachovi,Imlachem,1,0,1,1,1,1,0,1,1,1,1,1
Imladis,F,,Imladis,Imladis,Imladis,Imladis,Imladis,Imladis,1,1,0,0,0,1,0,1,1,1,1,1
Imladis,M,,Imladise,Imladisovi,Imladise,Imladisi,Imladisovi,Imladisem,1,1,0,0,0,1,0,1,1,1,1,1
Imladris,F,,Imladris,Imladris,Imladris,Imladris,Imladris,Imladris,1,1,0,0,1,1,0,1,1,1,1,1
Imlardis,F,,Imlardis,Imlardis,Imlardis,Imlardis,Imlardis,Imlardis,1,1,0,0,1,1,0,1,1,1,1,1
Immacolata,F,2906.0,Immacolaty,Immacolate,Immacolatu,Immacolato,Immacolate,Immacolatou,1,1,0,0,0,0,0,1,1,1,1,1
Imoa,F,1742.0,Imoy,Imoe,Imou,Imoo,Imoe,Imoou,1,1,0,0,0,0,0,1,1,1,1,1
Imoen,F,1742.0,Imoen,Imoen,Imoen,Imoen,Imoen,Imoen,1,1,0,0,0,0,0,1,1,1,1,1
Imogen,F,,Imogen,Imogen,Imogen,Imogen,Imogen,Imogen,1,1,1,0,0,0,0,1,1,1,1,1
Imogen,M,,Imogena,Imogenovi,Imogena,Imogene,Imogenovi,Imogenem,1,1,1,0,0,1,0,1,1,1,1,1
Imogena,F,572.0,Imogeny,Imogene,Imogenu,Imogeno,Imogene,Imogenou,1,1,1,0,0,1,0,1,1,1,1,1
Imogna,F,572.0,Imogny,Imogne,Imognu,Imogno,Imogne,Imognou,1,1,1,0,0,1,0,1,1,1,1,1
Imogenie,F,572.0,Imogenie,Imogenii,Imogenii,Imogenie,Imogenii,ImogeniĄ,1,1,1,0,0,1,0,1,1,1,1,1
Imognie,F,572.0,Imognie,Imognii,Imognii,Imognie,Imognii,ImogniĄ,1,1,1,0,0,1,0,1,1,1,1,1
Imra,M,,Imry,Imrovi,Imru,Imro,Imrovi,Imrou,1,0,0,1,1,1,1,1,1,1,1,1
Imre,M,,Imreho,Imremu,Imreho,Imre,Imrem,Imrem,0,0,0,1,0,0,0,1,1,1,1,1
Imus,M,,Imuse,Imusovi,Imuse,Imusi,Imusovi,Imusem,1,1,1,1,1,1,0,1,1,1,1,1
Ina,F,3614.0,Iny,Ine,Inu,Ino,Ine,Inou,1,0,0,1,1,1,1,1,1,1,1,1
Inachos,M,,Inacha,Inachovi,Inacha,Inachu,Inachovi,Inachem,1,1,0,0,0,0,0,1,1,1,1,1
Inca,F,3302.0,Inky,Ince,Incu,Inco,Ince,Incou,1,0,0,0,0,1,0,1,1,1,1,1
Inc nus,M,,Inc na,Inc novi,Inc na,Inc ne,Inc novi,Inc nem,1,1,0,0,0,0,0,1,1,1,1,1
India,F,3445.0,Indie,Indie,Indiu,Indio,Indie,Indiou,1,1,0,0,0,1,0,1,1,1,1,1
Indiano,M,,Indiana,Indianovi,Indiana,Indiano,Indianovi,Indianem,1,0,0,1,0,1,0,1,1,1,1,1
Indie,F,3445.0,Indie,Indii,Indii,Indie,Indii,IndiĄ,1,1,0,0,0,1,0,1,1,1,1,1
Indis,F,,Indis,Indis,Indis,Indis,Indis,Indis,1,0,0,1,1,1,0,1,1,1,1,1
Indis,M,,Indise,Indisovi,Indise,Indisi,Indisovi,Indisem,1,0,0,1,1,1,0,1,1,1,1,1
Indor,M,,Indora,Indorovi,Indora,Indore,Indorovi,Indorem,1,1,0,0,1,1,0,1,1,1,1,1
Indy,F,,Indy,Indy,Indy,Indy,Indy,Indy,1,0,0,0,0,1,0,1,1,1,1,1
Indy,M,,Indyho,Indymu,Indyho,Indy,Indym,Indym,1,0,0,0,0,1,0,1,1,1,1,1
Ineluki,M,,Inelukiho,Inelukimu,Inelukiho,Ineluki,Inelukim,Inelukim,0,1,0,1,0,0,0,1,1,1,1,1
Ines,F,576.0,Ines,Ines,Ines,Ines,Ines,Ines,1,0,0,1,1,1,0,1,1,1,1,1
Inez,F,576.0,Inez,Inez,Inez,Inez,Inez,Inez,1,0,0,1,1,1,0,1,1,1,1,1
Inz,F,576.0,Inz,Inz,Inz,Inz,Inz,Inz,1,0,0,1,1,1,0,1,1,1,1,1
Infidel,F,3676.0,Infidel,Infidel,Infidel,Infidel,Infidel,Infidel,1,1,0,0,0,1,0,1,1,1,1,1
Infidel,M,,Infidela,Infidelovi,Infidela,Infidele,Infidelovi,Infidelem,1,1,0,0,0,1,0,1,1,1,1,1
Infidela,F,3676.0,Infidely,Infidele,Infidelu,Infidelo,Infidele,Infidelou,1,1,0,0,0,1,0,1,1,1,1,1
Infidella,F,3676.0,Infidelly,Infidelle,Infidellu,Infidello,Infidelle,Infidellou,1,1,0,0,0,1,0,1,1,1,1,1
Infindel,F,3657.0,Infindel,Infindel,Infindel,Infindel,Infindel,Infindel,1,1,0,0,0,1,0,1,1,1,1,1
Infindel,M,,Infindela,Infindelovi,Infindela,Infindele,Infindelovi,Infindelem,1,1,0,0,0,1,0,1,1,1,1,1
Infindela,F,3657.0,Infindely,Infindele,Infindelu,Infindelo,Infindele,Infindelou,1,1,0,0,0,1,0,1,1,1,1,1
Infindella,F,3657.0,Infindelly,Infindelle,Infindellu,Infindello,Infindelle,Infindellou,1,1,0,0,0,1,0,1,1,1,1,1
Inga,F,2846.0,Ingy,Inze,Ingu,Ingo,Inze,Ingou,1,0,1,0,0,1,0,1,1,1,1,1
Inge,F,2846.0,Inge,Inge,Inge,Inge,Inge,Inge,1,0,1,0,0,1,0,1,1,1,1,1
Ingela,F,3688.0,Ingely,Ingele,Ingelu,Ingelo,Ingele,Ingelou,1,1,1,0,1,1,0,1,1,1,1,1
Ingele,F,3688.0,Ingele,Ingele,Ingele,Ingele,Ingele,Ingele,1,1,1,0,0,1,0,1,1,1,1,1
Ingella,F,3688.0,Ingelly,Ingelle,Ingellu,Ingello,Ingelle,Ingellou,1,1,1,0,0,1,0,1,1,1,1,1
Ingelle,F,3688.0,Ingelle,Ingelle,Ingelle,Ingelle,Ingelle,Ingelle,1,1,1,0,0,1,0,1,1,1,1,1
Ingerim,F,2504.0,Ingerim,Ingerim,Ingerim,Ingerim,Ingerim,Ingerim,1,0,1,0,0,1,0,1,1,1,1,1
Ingerim,M,2503.0,Ingerima,Ingerimovi,Ingerima,Ingerime,Ingerimovi,Ingerimem,1,0,1,0,0,1,0,1,1,1,1,1
Ingerimm,F,2504.0,Ingerimm,Ingerimm,Ingerimm,Ingerimm,Ingerimm,Ingerimm,1,0,1,0,0,1,0,1,1,1,1,1
Ingerimm,M,2503.0,Ingerimma,Ingerimmovi,Ingerimma,Ingerimme,Ingerimmovi,Ingerimmem,1,0,1,0,0,1,0,1,1,1,1,1
Inglorion,M,,Ingloriona,Inglorionovi,Ingloriona,Inglorione,Inglorionovi,Inglorionem,0,1,0,0,0,0,0,1,1,1,1,1
Ingo,M,3079.0,Inga,Ingovi,Inga,Ingo,Ingovi,Ingem,1,0,1,0,0,1,0,1,1,1,1,1
Ingold,M,,Ingolda,Ingoldovi,Ingolda,Ingolde,Ingoldovi,Ingoldem,0,1,0,0,0,0,0,1,1,1,1,1
Ingosdotin,M,2560.0,Ingosdotina,Ingosdotinovi,Ingosdotina,Ingosdotine,Ingosdotinovi,Ingosdotinem,1,0,1,0,0,1,0,1,1,1,1,1
Ingosdottin,M,2560.0,Ingosdottina,Ingosdottinovi,Ingosdottina,Ingosdottine,Ingosdottinovi,Ingosdottinem,1,0,1,0,0,1,0,1,1,1,1,1
Ingot,F,,Ingot,Ingot,Ingot,Ingot,Ingot,Ingot,1,0,1,0,1,1,1,1,1,1,1,1
Ingot,M,,Ingota,Ingotovi,Ingota,Ingote,Ingotovi,Ingotem,1,0,1,0,1,1,1,1,1,1,1,1
Ingram,M,,Ingrama,Ingramovi,Ingrama,Ingrame,Ingramovi,Ingramem,1,0,1,0,0,1,1,1,1,1,1,1
Ingrid,F,,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,1,0,1,1,1,1,0,1,1,1,1,1
Ingus,M,3079.0,Inguse,Ingusovi,Inguse,Ingusi,Ingusovi,Ingusem,1,0,1,0,0,1,0,1,1,1,1,1
Ingw,F,,Ingw,Ingw,Ingw,Ingw,Ingw,Ingw,0,1,0,0,0,0,0,1,1,1,1,1
Inigo,M,,Iniga,Inigovi,Iniga,Inigo,Inigovi,Inigem,0,0,0,1,0,0,0,1,1,1,1,1
Inka,F,3302.0,Inky,Ince,Inku,Inko,Ince,Inkou,1,0,0,1,1,1,1,1,1,1,1,1
Inkar,M,,Inkara,Inkarovi,Inkara,Inkare,Inkarovi,Inkarem,1,0,0,1,1,1,0,1,1,1,1,1
Inna,F,3614.0,Inny,Inne,Innu,Inno,Inne,Innou,1,0,0,0,0,1,0,1,1,1,1,1
Innis,F,,Innis,Innis,Innis,Innis,Innis,Innis,1,1,0,1,1,0,0,1,1,1,1,1
Invictus,M,2381.0,Invicta,Invictovi,Invicta,Invicte,Invictovi,Invictem,1,1,1,0,0,1,0,1,1,1,1,1
Inviktus,M,2381.0,Invikta,Inviktovi,Invikta,Invikte,Inviktovi,Inviktem,1,1,1,0,0,1,0,1,1,1,1,1
InziladŁn,F,,InziladŁn,InziladŁn,InziladŁn,InziladŁn,InziladŁn,InziladŁn,0,1,1,0,0,0,0,1,1,1,1,1
InziladŁn,M,,InziladŁna,InziladŁnovi,InziladŁna,InziladŁne,InziladŁnovi,InziladŁnem,0,1,1,0,0,0,0,1,1,1,1,1
Inzilbeth,F,,Inzilbeth,Inzilbeth,Inzilbeth,Inzilbeth,Inzilbeth,Inzilbeth,1,1,0,0,0,1,0,1,1,1,1,1
I˘,F,,I˘y,I˘,I˘,I˘,I˘,I˘,0,1,0,0,0,0,0,1,1,1,1,1
Ioann,F,,Ioann,Ioann,Ioann,Ioann,Ioann,Ioann,0,1,0,0,0,0,0,1,1,1,1,1
Ioanna,F,,Ioanny,Ioanne,Ioannu,Ioanno,Ioanne,Ioannou,0,1,0,0,0,0,0,1,1,1,1,1
Ioin,M,,Ioina,Ioinovi,Ioina,Ioine,Ioinovi,Ioinem,0,1,0,0,0,0,0,1,1,1,1,1
Ioina,F,,Ioiny,Ioine,Ioinu,Ioino,Ioine,Ioinou,0,1,0,0,0,0,0,1,1,1,1,1
Iola,F,,Ioly,Iole,Iolu,Iolo,Iole,Iolou,1,1,0,0,0,0,0,1,1,1,1,1
Ion,M,573.0,Iona,Ionovi,Iona,Ione,Ionovi,Ionem,1,1,0,0,0,0,0,1,1,1,1,1
I˘n,M,573.0,I˘na,I˘novi,I˘na,I˘ne,I˘novi,I˘nem,1,1,0,0,0,0,0,1,1,1,1,1
Ioreth,F,,Ioreth,Ioreth,Ioreth,Ioreth,Ioreth,Ioreth,1,1,0,0,0,0,0,1,1,1,1,1
Iorlas,M,,Iorlase,Iorlasovi,Iorlase,Iorlasi,Iorlasovi,Iorlasem,0,1,0,0,0,0,0,1,1,1,1,1
Ippolito,M,3167.0,Ippolita,Ippolitovi,Ippolita,Ippolito,Ippolitovi,Ippolitem,1,1,0,0,0,1,0,1,1,1,1,1
Ippolitus,M,3167.0,Ippolita,Ippolitovi,Ippolita,Ippolite,Ippolitovi,Ippolitem,1,1,0,0,0,1,0,1,1,1,1,1
Ira,F,574.0,Iry,Ire,Iru,Iro,Ire,Irou,1,0,0,1,1,1,1,1,1,1,1,1
Iradolan,F,2806.0,Iradolan,Iradolan,Iradolan,Iradolan,Iradolan,Iradolan,1,1,0,0,0,1,0,1,1,1,1,1
Iradol n,F,2806.0,Iradol n,Iradol n,Iradol n,Iradol n,Iradol n,Iradol n,1,1,0,0,0,1,0,1,1,1,1,1
Iradolana,F,2806.0,Iradolany,Iradolane,Iradolanu,Iradolano,Iradolane,Iradolanou,1,1,0,0,0,1,0,1,1,1,1,1
Irarilion,M,2170.0,Irariliona,Irarilionovi,Irariliona,Irarilione,Irarilionovi,Irarilionem,1,1,0,0,0,1,0,1,1,1,1,1
Irarili˘n,M,2170.0,Irarili˘na,Irarili˘novi,Irarili˘na,Irarili˘ne,Irarili˘novi,Irarili˘nem,1,1,0,0,0,1,0,1,1,1,1,1
Irarillion,M,2170.0,Irarilliona,Irarillionovi,Irarilliona,Irarillione,Irarillionovi,Irarillionem,1,1,0,0,0,1,0,1,1,1,1,1
